Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"CALTEX SHEPPARTON","145 NUMURKAH ROAD","SHEPPARTON","3630","VIC","AUSTRALIA",-36.3561,145.4026,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT ELTHAM","CORNER MAIN ROAD AND BEARD STREET","ELTHAM","3095","VIC","AUSTRALIA",-37.7041,145.1605,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WAURN PONDS","205 COLAC ROAD","WAURN PONDS","3216","VIC","AUSTRALIA",-38.2019,144.3103,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY SANDRINGHAM","74 BEACH ROAD","SANDRINGHAM","3191","VIC","AUSTRALIA",-37.9447,145.0016,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SERPENTINE","24 PEPPERCORN WAY","SERPENTINE","3517","VIC","AUSTRALIA",-36.4125,143.9752,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"RANGEWAY","90-92 HIGH STREET","HEATHCOTE","3523","VIC","AUSTRALIA",-36.9254,144.7115,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  BURWOOD EAST","CORNER BLACKBURN ROAD AND BURWOOD HIGHWAY","BURWOOD EAST","3151","VIC","AUSTRALIA",-37.8522,145.1517,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX PRESTON SOUTH","32 PLENTY ROAD","PRESTON","3072","VIC","AUSTRALIA",-37.7517,145.0025,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NORTH MELBOURNE","415-429 FLEMINGTON ROAD","NORTH MELBOURNE","3051","VIC","AUSTRALIA",-37.7891,144.9411,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KILSYTH","CANTERBURY ROAD","KILSYTH","3137","VIC","AUSTRALIA",-37.8175,145.3171,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ML WILLIAMS","105 HENTY HIGHWAY","BEULAH","3395","VIC","AUSTRALIA",-35.935,142.4232,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KYNETON","57 HIGH STREET","KYNETON","3444","VIC","AUSTRALIA",-37.2501,144.4557,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WERRIBEE","SYNNOT STREET","WERRIBEE","3030","VIC","AUSTRALIA",-37.9035,144.6606,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX CHELTENHAM NORTH","371-375 WARRIGAL ROAD","CHELTENHAM NORTH","3192","VIC","AUSTRALIA",-37.9544,145.0763,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CRANBOURNE","SOUTH GIPPSLAND HIGHWAY","CRANBOURNE","3977","VIC","AUSTRALIA",-38.0858,145.2788,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CHARLTON","CALDER HIGHWAY","CHARLTON","3525","VIC","AUSTRALIA",-36.2709,143.3531,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HAMPTON","516 BLUFF ROAD","HAMPTON EAST","3188","VIC","AUSTRALIA",-37.9369,145.0243,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"OFFICER EAST","470-472 PRINCES HIGHWAY","OFFICER","3809","VIC","AUSTRALIA",-38.0622,145.4167,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  - WARRNAMBOOL","17 ALBERT STREET","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3715,142.4598,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  PRAHRAN","496-504 MALVERN ROAD","PRAHRAN","3181","VIC","AUSTRALIA",-37.8483,145.0029,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SEYMOUR","43A EMILY STREET","SEYMOUR","3660","VIC","AUSTRALIA",-37.0199,145.1289,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BENALLA","CORNER BRIDGE STREET AND MARGARET STREET","BENALLA","3672","VIC","AUSTRALIA",-36.5564,145.9708,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS COLAC","2 PRINCES HIGHWAY","COLAC EAST","3250","VIC","AUSTRALIA",-38.3353,143.6105,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WIMMERA BRIDGE","43 O'CALLAGHANS PARADE","HORSHAM","3400","VIC","AUSTRALIA",-36.7224,142.2046,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS EMERALD","336 BELGRAVE-GEMBROOK ROAD","EMERALD","3782","VIC","AUSTRALIA",-37.9325,145.4395,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PITT STOP","45 MASON STREET","NEWPORT","3015","VIC","AUSTRALIA",-37.8409,144.87,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FAIRFIELD","225-227 STATION STREET","FAIRFIELD","3078","VIC","AUSTRALIA",-37.7716,145.0196,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CHISHOLM PETROLEUM","258-266 PRINCES HIGHWAY","CORIO","3214","VIC","AUSTRALIA",-38.0781,144.3663,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MURRUMBEENA","952 NORTH ROAD","MURRUMBEENA","3165","VIC","AUSTRALIA",-37.9072,145.0651,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MANSFIELD","30-32 HIGH STREET","MANSFIELD","3722","VIC","AUSTRALIA",-37.0529,146.0909,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"STRATHMORE","1148 MOUNT ALEXANDER ROAD","STRATHMORE","3040","VIC","AUSTRALIA",-37.7436,144.9102,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS KEILOR","666-668 OLD CALDER HIGHWAY","KEILOR","3036","VIC","AUSTRALIA",-37.7202,144.8373,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP PITSTOP","13 WALLINGTON ROAD","OCEAN GROVE","3226","VIC","AUSTRALIA",-38.2665,144.5145,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DUNKELD","71 PARKER STREET","DUNKELD","3294","VIC","AUSTRALIA",-37.6499,142.3443,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL BALLARAT","LATROBE STREET","BALLARAT","3356","VIC","AUSTRALIA",-37.5702,143.8107,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WODONGA","56-58 HOVELL STREET","WODONGA","3690","VIC","AUSTRALIA",-36.1176,146.8939,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EAST END SERVO","PYRENEES HIGHWAY AND EUREKA STREET","CHEWTON","3451","VIC","AUSTRALIA",-37.078,144.2478,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FRANKSTON","42-46 MCMAHONS ROAD","FRANKSTON","3199","VIC","AUSTRALIA",-38.1472,145.1359,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ROSANNA","152 LOWER PLENTY ROAD","ROSANNA","3084","VIC","AUSTRALIA",-37.7422,145.067,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX KEALBA","LOT 1 SUNSHINE AVENUE","KEALBA","3021","VIC","AUSTRALIA",-37.7485,144.8323,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX FRANKSTON NORTH","1 CHIAM COURT","LANGWARREN","3910","VIC","AUSTRALIA",-38.1417,145.1762,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP STRATHDALE","123-125 CONDON STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7727,144.3044,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FIVE WAYS","SOUTH GIPPSLAND HIGHWAY","CRANBOURNE","3978","VIC","AUSTRALIA",-38.159,145.3187,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL WARRNAMBOOL","589 RAGLAN PARADE","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3803,142.4836,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX PAKENHAM","WINDEMERE BOULEVARD","PAKENHAM","3810","VIC","AUSTRALIA",-38.0649,145.5064,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BERWICK","PRINCES HIGHWAY AND CLYDE ROAD","BERWICK","3806","VIC","AUSTRALIA",-38.0314,145.3433,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TULLAMARINE","MICKLEHAM ROAD","TULLAMARINE","3043","VIC","AUSTRALIA",-37.6986,144.88,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WARRNAMBOOL","765 RAGLAN PARADE","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3773,142.4804,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BROADMEADOWS","412 BARRY ROAD","BROADMEADOWS","3048","VIC","AUSTRALIA",-37.6656,144.9408,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BRUNSWICK","LYGON STREET AND GLENLYON ROAD","BRUNSWICK EAST","3056","VIC","AUSTRALIA",-37.7721,144.9714,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP OBAN ROAD","416-420 MAROONDAH HIGHWAY","RINGWOOD","3134","VIC","AUSTRALIA",-37.7987,145.2538,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ASCOT VALE","155-157 EPSOM ROAD","ASCOT VALE","3032","VIC","AUSTRALIA",-37.7822,144.9166,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BALLARAT","1117 LATROBE STREET","BALLARAT","3356","VIC","AUSTRALIA",-37.5707,143.8156,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KINGLAKE","3 WHITTLESEA KINGLAKE ROAD","KINGLAKE","3763","VIC","AUSTRALIA",-37.5323,145.3401,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ARARAT","3 LAMBERT STREET","ARARAT","3377","VIC","AUSTRALIA",-37.282,142.9274,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAWTHORN","GLENFERRIE ROAD","HAWTHORN","3122","VIC","AUSTRALIA",-37.815,145.0372,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX GEELONG NORTH","26 THOMPSON ROAD","NORTH GEELONG","3215","VIC","AUSTRALIA",-38.1223,144.3414,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS GLENVERN","357 GLENFERRIE ROAD","MALVERN","3143","VIC","AUSTRALIA",-37.8518,145.0297,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP HEATHMONT","382 CANTERBURY ROAD","RINGWOOD EAST","3135","VIC","AUSTRALIA",-37.8273,145.2613,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BUNINYONG","501 WARRENHEAP STREET","BUNINYONG","3357","VIC","AUSTRALIA",-37.6494,143.8847,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX NORTHCOTE","221 HEIDELBERG ROAD","NORTHCOTE","3070","VIC","AUSTRALIA",-37.7836,145.0093,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EAGLEHAWK","11 PEG LEG ROAD","EAGLEHAWK","3556","VIC","AUSTRALIA",-36.7179,144.2515,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CAROLINE SPRINGS","235-239 CAROLINE SPRINGS BOULEVARDE","CAROLINE SPRINGS","3023","VIC","AUSTRALIA",-37.7291,144.7411,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX KINGSBURY","971 PLENTY ROAD","KINGSBURY","3083","VIC","AUSTRALIA",-37.7189,145.0389,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS FOREST HILL","393 SPRINGVALE ROAD","FOREST HILL","3131","VIC","AUSTRALIA",-37.8408,145.172,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP GUNNS GULLY","171 NARRACAN DRIVE","NEWBOROUGH","3825","VIC","AUSTRALIA",-38.1871,146.2832,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT SALE","113 YORK STREET","SALE","3850","VIC","AUSTRALIA",-38.1101,147.0679,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOONEE PONDS","MOUNT ALEXANDER ROAD","MOONEE PONDS","3032","VIC","AUSTRALIA",-37.7732,144.9274,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SANDOWN","PRINCES HIGHWAY","NOBLE PARK","3174","VIC","AUSTRALIA",-37.948,145.1725,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX CAMPBELLFIELD","1802-1808 HUME HIGHWAY","CAMPBELLFIELD","3061","VIC","AUSTRALIA",-37.6676,144.9555,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MILDURA","1503-1505 WALNUT AVENUE","MILDURA","3500","VIC","AUSTRALIA",-34.2026,142.1308,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BLACKBURN SOUTH","172-176 MIDDLEBOROUGH ROAD","BLACKBURN SOUTH","3130","VIC","AUSTRALIA",-37.8413,145.1345,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CHIRNSIDE PARK","CORNER MAROONDAH HIGHWAY AND OLD MELBOURNE ROAD","CHIRNSIDE PARK","3116","VIC","AUSTRALIA",-37.7646,145.3051,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL NHILL","18 WESTERN HIGHWAY","NHILL","3418","VIC","AUSTRALIA",-36.3348,141.6752,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX PAKENHAM","45-53 MAIN STREET","PAKENHAM","3810","VIC","AUSTRALIA",-38.0765,145.4801,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BENALLA","191 BRIDGE STREET","BENALLA","3672","VIC","AUSTRALIA",-36.5487,145.9952,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL LANGWARRIN","1-5 CRANBOURNE ROAD","LANGWARRIN","3910","VIC","AUSTRALIA",-38.1559,145.1713,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ASPENDALE","EDITHVALE ROAD","ASPENDALE","3195","VIC","AUSTRALIA",-38.0279,145.1302,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TRARALGON","23 SHAKESPEARE STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.2009,146.5362,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BALMORAL","21 GLENDINNING STREET","BALMORAL","3407","VIC","AUSTRALIA",-37.2481,141.8421,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP LEOPOLD","690 BELLARINE HIGHWAY","LEOPOLD","3224","VIC","AUSTRALIA",-38.1881,144.4578,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS TARNEIT","380-382 SAYERS ROAD","TARNEIT","3029","VIC","AUSTRALIA",-37.85,144.7057,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX NEWTOWN","404-408 SHANNON AVENUE","NEWTOWN","3220","VIC","AUSTRALIA",-38.1579,144.3334,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX GEELONG WEST","109 SHANNON AVENUE","MANIFOLD HEIGHTS","3218","VIC","AUSTRALIA",-38.1367,144.3369,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KMART TYRE & AUTO BLACKBURN","SPRINGFIELD ROAD AND MIDDLEBOROUGH ROAD","BLACKBURN","3130","VIC","AUSTRALIA",-37.8089,145.141,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX HAWTHORN","74 BARKERS ROAD","HAWTHORN","3122","VIC","AUSTRALIA",-37.8133,145.023,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX RESERVOIR","931-935 HIGH STREET","RESERVOIR","3073","VIC","AUSTRALIA",-37.7117,145.0081,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY NARRE WARREN","2-8 BRECHIN DRIVE","NARRE WARREN","3805","VIC","AUSTRALIA",-38.0218,145.3017,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EPPING","CHILDS ROAD","EPPING","3076","VIC","AUSTRALIA",-37.66,145.0242,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CLARINDA","CORNER VINEY ROAD AND BOURKE ROAD","CLARINDA","3169","VIC","AUSTRALIA",-37.9409,145.1021,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"OFFICER OUTBOUND","65 PRINCES HIGHWAY","OFFICER","3809","VIC","AUSTRALIA",-38.0701,145.3871,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MURRAY GOULBURN MAFFRA","8 FOSTER STREET","MAFFRA","3860","VIC","AUSTRALIA",-37.9712,146.9781,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BROADFORD","165 HIGH STREET","BROADFORD","3658","VIC","AUSTRALIA",-37.2025,145.0562,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT LITTLE RIVER","2-4 MCLEANS ROAD","LITTLE RIVER","3211","VIC","AUSTRALIA",-37.9622,144.5075,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS GEELONG","452 MOORABOOL STREET","SOUTH GEELONG","3220","VIC","AUSTRALIA",-38.1609,144.3541,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX RINGWOOD EAST","18-50 MOUNT DANDENONG ROAD","RINGWOOD EAST","3135","VIC","AUSTRALIA",-37.8121,145.2411,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PASCOE VALE","512 PASCOE VALE ROAD","PASCOE VALE","3044","VIC","AUSTRALIA",-37.7282,144.924,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EAST MALVERN","101C WAVERLEY ROAD","MALVERN EAST","3145","VIC","AUSTRALIA",-37.8757,145.048,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX TORQUAY","76 GEELONG ROAD","TORQUAY","3228","VIC","AUSTRALIA",-38.3306,144.3173,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP COLAC","5 MURRAY STREET","COLAC","3250","VIC","AUSTRALIA",-38.3392,143.5902,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAWTHORN","MANNINGTREE ROAD","HAWTHORN","3122","VIC","AUSTRALIA",-37.8243,145.0348,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AMPOL HAMILTON","25 BROWN STREET","HAMILTON","3300","VIC","AUSTRALIA",-37.7447,142.0265,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CHELSEA","469-472 NEPEAN HIGHWAY","CHELSEA","3196","VIC","AUSTRALIA",-38.0566,145.1175,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AMPOL WENDOUREE","466-470 GILLIES STREET NORTH","WENDOUREE","3355","VIC","AUSTRALIA",-37.527,143.8249,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT BAYSIDE GATEWAY","CORNER NEPEAN HIGHWAY AND NORTH ROAD","EAST BRIGHTON","3187","VIC","AUSTRALIA",-37.9006,145.0071,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MORNINGTON","323-325 MAIN STREET","MORNINGTON","3931","VIC","AUSTRALIA",-38.2271,145.0429,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FAIRFIELD","HEIDELBERG ROAD","FAIRFIELD","3078","VIC","AUSTRALIA",-37.7803,145.0326,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EPSOM NORTH BOUND","589-599 NAPIER STREET","WHITE HILLS","3550","VIC","AUSTRALIA",-36.7209,144.3119,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ECHUCA","456 HIGH STREET","ECHUCA","3564","VIC","AUSTRALIA",-36.1269,144.7481,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DONCASTER","551 DONCASTER ROAD","DONCASTER","3108","VIC","AUSTRALIA",-37.7878,145.1196,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL MORWELL","167-169 PRINCES DRIVE","MORWELL","3840","VIC","AUSTRALIA",-38.2357,146.396,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SHEPPARTON","117 NEW DOOKIE ROAD","SHEPPARTON","3630","VIC","AUSTRALIA",-36.3651,145.4288,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
